2023-07/21/-09:28:57.251   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=543, rssi=79, frequency=582, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F321C50, voltage=3760, quantity=48, warningcode=0, sensornum=3, temp1=36.0, temp2=35.75, temp3=33.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-15:28:06.289   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=256, rssi=82, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628154E1E50, voltage=3758, quantity=47, warningcode=0, sensornum=3, temp1=36.37, temp2=34.68, temp3=33.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:28:06.285)
2023-07/21/-15:28:06.302   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=256, rssi=82, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628154E1E50, voltage=3758, quantity=47, warningcode=0, sensornum=3, temp1=36.37, temp2=34.68, temp3=33.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:28:06.290)
2023-07/21/-15:28:06.303   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=256, rssi=82, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628154E1E50, voltage=3758, quantity=47, warningcode=0, sensornum=3, temp1=36.37, temp2=34.68, temp3=33.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:28:06.303)
2023-07/21/-15:28:06.304   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=256, rssi=82, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628154E1E50, voltage=3758, quantity=47, warningcode=0, sensornum=3, temp1=36.37, temp2=34.68, temp3=33.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:28:06.303)
2023-07/21/-15:28:28.247   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=250, rssi=71, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815192150, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=33.75, temp2=32.62, temp3=32.68, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:28:28.247)
2023-07/21/-15:28:28.248   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=250, rssi=71, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815192150, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=33.75, temp2=32.62, temp3=32.68, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:28:28.248)
2023-07/21/-15:28:28.256   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=250, rssi=71, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815192150, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=33.75, temp2=32.62, temp3=32.68, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:28:28.256)
2023-07/21/-15:28:28.267   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=250, rssi=71, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815192150, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=33.75, temp2=32.62, temp3=32.68, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:28:28.267)
2023-07/21/-15:29:12.444   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=849, rssi=97, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815172D50, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=36.43, temp2=37.18, temp3=35.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:29:12.444)
2023-07/21/-15:29:12.551   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=849, rssi=97, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815172D50, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=36.43, temp2=37.18, temp3=35.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:29:12.551)
2023-07/21/-15:29:12.555   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=849, rssi=97, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815172D50, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=36.43, temp2=37.18, temp3=35.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:29:12.555)
2023-07/21/-15:29:12.558   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=849, rssi=97, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815172D50, voltage=3770, quantity=49, warningcode=0, sensornum=3, temp1=36.43, temp2=37.18, temp3=35.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T15:29:12.558)
